rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,twist,linear,x,y,z,angular,x,y,z
1490536610712298522,,184,,1490536610,707912036,'',,,5.7572858414e-36,0.0,0.0,,0.0,0.0,1.77147256658e-34
1490536610810259642,,185,,1490536610,806912036,'',,,4.03010008898e-36,0.0,0.0,,0.0,0.0,1.24003079661e-34
1490536610912671132,,186,,1490536610,906912036,'',,,2.82107006228e-36,0.0,0.0,,0.0,0.0,8.68021557626e-35
1490536611010653720,,187,,1490536611,7912036,'',,,1.9747490436e-36,0.0,0.0,,0.0,0.0,6.07615090338e-35
1490536611113293654,,188,,1490536611,107912036,'',,,1.38232433052e-36,0.0,0.0,,0.0,0.0,4.25330563237e-35
1490536611211668726,,189,,1490536611,207912036,'',,,9.67627031363e-37,0.0,0.0,,0.0,0.0,2.97731394266e-35
1490536611314032372,,190,,1490536611,307912036,'',,,6.77338921954e-37,0.0,0.0,,0.0,0.0,2.08411975986e-35
1490536611412006464,,191,,1490536611,407912036,'',,,4.74137245368e-37,0.0,0.0,,0.0,0.0,1.4588838319e-35
1490536611514744965,,192,,1490536611,507912036,'',,,3.31896071758e-37,0.0,0.0,,0.0,0.0,1.02121868233e-35
1490536611612621893,,193,,1490536611,607912036,'',,,2.3232725023e-37,0.0,0.0,,0.0,0.0,7.14853077632e-36
1490536611710932634,,194,,1490536611,707912036,'',,,1.62629075161e-37,0.0,0.0,,0.0,0.0,5.00397154342e-36
1490536611813368891,,195,,1490536611,807912036,'',,,1.13840352613e-37,0.0,0.0,,0.0,0.0,3.5027800804e-36
1490536611911782952,,196,,1490536611,907912036,'',,,7.9688246829e-38,0.0,0.0,,0.0,0.0,2.45194605628e-36
1490536612014569753,,197,,1490536612,8912036,'',,,5.57817727803e-38,0.0,0.0,,0.0,0.0,1.71636223939e-36
1490536612112487385,,198,,1490536612,108912036,'',,,3.90472409462e-38,0.0,0.0,,0.0,0.0,1.20145356758e-36
1490536612215942383,,199,,1490536612,208912036,'',,,2.73330686624e-38,0.0,0.0,,0.0,0.0,8.41017497303e-37
1490536612313316727,,200,,1490536612,310065910,'',,,1.91331480636e-38,0.0,0.0,,0.0,0.0,5.88712248112e-37
1490536612415332901,,201,,1490536612,410065910,'',,,1.33932036446e-38,0.0,0.0,,0.0,0.0,4.12098573679e-37
1490536612513613353,,202,,1490536612,510065910,'',,,9.37524255119e-39,0.0,0.0,,0.0,0.0,2.88469001575e-37
1490536612616499707,,203,,1490536612,610065910,'',,,6.56266978583e-39,0.0,0.0,,0.0,0.0,2.01928301102e-37
1490536612714825183,,204,,1490536612,710065910,'',,,4.59386885008e-39,0.0,0.0,,0.0,0.0,1.41349810772e-37
1490536612813112091,,205,,1490536612,810065910,'',,,3.21570819506e-39,0.0,0.0,,0.0,0.0,9.89448675402e-38
1490536612915178700,,206,,1490536612,910065910,'',,,2.25099573654e-39,0.0,0.0,,0.0,0.0,6.92614072781e-38
1490536613013281493,,207,,1490536613,10065910,'',,,1.57569701558e-39,0.0,0.0,,0.0,0.0,4.84829850947e-38
1490536613116243110,,208,,1490536613,111065910,'',,,1.1029879109e-39,0.0,0.0,,0.0,0.0,3.39380895663e-38
1490536613214484047,,209,,1490536613,211065910,'',,,7.72091537633e-40,0.0,0.0,,0.0,0.0,2.37566626964e-38
1490536613316790560,,210,,1490536613,311065910,'',,,5.40464076343e-40,0.0,0.0,,0.0,0.0,1.66296638875e-38
1490536613416674429,,211,,1490536613,411065910,'',,,3.7832485344e-40,0.0,0.0,,0.0,0.0,1.16407647212e-38
1490536613517432846,,212,,1490536613,511065910,'',,,2.64827397408e-40,0.0,0.0,,0.0,0.0,8.14853530487e-39
1490536613615706902,,213,,1490536613,611065910,'',,,1.85379178186e-40,0.0,0.0,,0.0,0.0,5.70397471341e-39
1490536613714345950,,214,,1490536613,711065910,'',,,1.2976542473e-40,0.0,0.0,,0.0,0.0,3.99278229938e-39
1490536613816590460,,215,,1490536613,811065910,'',,,9.0835797311e-41,0.0,0.0,,0.0,0.0,2.79494760957e-39
1490536613914866064,,216,,1490536613,911065910,'',,,6.35850581177e-41,0.0,0.0,,0.0,0.0,1.9564633267e-39
1490536614017208470,,217,,1490536614,11065910,'',,,4.45095406824e-41,0.0,0.0,,0.0,0.0,1.36952432869e-39
1490536614119312795,,218,,1490536614,112065910,'',,,3.11566784777e-41,0.0,0.0,,0.0,0.0,9.58667030082e-40
1490536614217890344,,219,,1490536614,212065910,'',,,2.18096749344e-41,0.0,0.0,,0.0,0.0,6.71066921058e-40
1490536614316262836,,220,,1490536614,312065910,'',,,1.52667724541e-41,0.0,0.0,,0.0,0.0,4.6974684474e-40
1490536614418107397,,221,,1490536614,412065910,'',,,1.06867407178e-41,0.0,0.0,,0.0,0.0,3.28822791318e-40
1490536614516482385,,222,,1490536614,512065910,'',,,7.48071850249e-42,0.0,0.0,,0.0,0.0,2.30175953923e-40
